ParticipantID|Sender|Onset|Enter|Typingti|Speed|AppOrig.|Text|Recipients|Blocked|KDels|DDels|DIns|DDels*N|DIns*N|TaggedText|CONDITION|BATCH|STAGE
T1RT1R|purplefalcon|2227261|2231574|4313|5|purplefalcon|ok so BEEN and WHERENOT|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T0LT0L|maxine|2216479|2231734|15255|2|maxine|write, right, worthwhile, vertical, upcome|, bunny_rampage|OK|1|1|0|1|0|E|W|WITHIN6|5
T2LT2L|Pat37|2208866|2232314|23448|0|Pat37|/alerted|, serafina|OK|0|42|0|42|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2231825|2233672|1847|8|zAlieron|and then mine; |, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T2LT2L|Pat37|2232971|2234843|1872|2|Pat37|/quik|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2233870|2235093|1223|9|zAlieron|and then urs|, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2234437|2236391|1954|4|bunny_rampage|damn lol|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T4LT4L|John|2231073|2236562|5489|1|John|/WEARE|, zAlieron|OK|0|1|0|1|0|E|W|WITHIN6|5
T2LT2L|Pat37|2235407|2237155|1748|4|Pat37|/thinkso|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2233451|2238602|5151|2|flower|so you you me|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T4LT4L|John|2237226|2238761|1535|7|John|ok your turn|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
T2LT2L|Pat37|2237705|2238953|1248|4|Pat37|/next|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2238969|2238969|0|0|server|Your score is: 73--Sort the following words in alphabetical order:---WOULD-WEARE-WHY-NOWHERE-|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2238969|2238969|0|0|server|Your score is: 65--Sort the following words in alphabetical order:---WOULD-THERE-|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2238969|2238969|0|0|Pat37|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2240393|2241143|750|4|purplefalcon|mhm|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T0LT0L|maxine|2240673|2242153|1480|2|maxine|haha|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2240970|2242787|1817|2|foozy|/WHEN|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T5RT5R|toolbox|2240670|2243055|2385|2|toolbox|/WAFT|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T2RT2R|foozy|2243015|2243896|881|5|foozy|/WING|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T0RT0R|flower|2239578|2244971|5393|3|flower|I'll wait 15 seconds|, purplefalcon|OK|5|5|0|5|0|E|W|WITHIN6|5
T2RT2R|foozy|2244196|2245060|864|5|foozy|/next|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
server|server|2245069|2245069|0|0|foozy|****CAN'T GO TO NEXT STEP. SELECTION IS INCORRECT. PLEASE START AGAIN|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T0RT0R|flower|2245441|2246354|913|2|flower|GO|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T3LT3L|serafina|2241673|2246753|5080|2|serafina|would, there|, Pat37|OK|0|7|0|49|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2245966|2247605|1639|4|bunny_rampage|il start|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2247358|2248878|1520|3|zAlieron|/WENT|, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2247112|2249925|2813|1|purplefalcon|/BEEN|, flower|OK|0|1|0|1|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2248401|2250390|1989|3|bunny_rampage|/RIGHT|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2249341|2250452|1111|8|zAlieron|ur turn; |, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2250651|2251738|1087|8|bunny_rampage|did right|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T2LT2L|Pat37|2240732|2252790|12058|2|Pat37|would weare why and nowhere|, serafina|OK|2|2|0|2|0|E|W|WITHIN6|5
T5RT5R|toolbox|2244888|2253248|8360|0|toolbox|/WERE|, foozy|OK|0|7|0|7|0|E|WP|WITHIN6|5
T1RT1R|purplefalcon|2250149|2253430|3281|1|purplefalcon|/BEEN|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2252551|2253607|1056|4|zAlieron|WOULD|, John|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2254667|2254667|0|0|purplefalcon|****OTHER PARTICIPANT TRIED TO SELECT AN ITEM THAT'S ALREADY BEEN SELECTED|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2253742|2255695|1953|3|purplefalcon|/HORRID|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T4LT4L|John|2252878|2256134|3256|1|John|/WOULD|, zAlieron|OK|0|2|0|2|0|E|W|WITHIN6|5
T4LT4L|John|2256829|2258357|1528|3|John|/next|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2258368|2258368|0|0|server|Your score is: 44--Sort the following words in alphabetical order:---INCLII-INTEL-NELLYPHANT-CAMOUF-|, John|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2258368|2258368|0|0|server|Your score is: 44--Sort the following words in alphabetical order:---INCLII-COAT-NELLYPHANT-|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2258392|2258392|0|0|John|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2259432|2260049|617|6|flower|fail|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2259755|2260972|1217|2|zAlieron|YES|, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T4LT4L|John|2260681|2261296|615|6|John|yay!|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
T3LT3L|serafina|2256434|2261978|5544|3|serafina|oh awesome i'll start|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2261573|2262022|449|8|flower|haha|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T5RT5R|toolbox|2256116|2263659|7543|4|toolbox|sry, can we start over i typed wrong|, foozy|OK|1|1|0|1|0|E|WP|WITHIN6|5
T5LT5L|zAlieron|2262422|2264069|1647|6|zAlieron|ok i have; |, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T4LT4L|John|2262228|2266004|3776|2|John|new words|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2264519|2266300|1781|4|purplefalcon|huh? lol|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2263599|2266304|2705|4|flower|k start over|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2266792|2267424|632|6|foozy|okay|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T1RT1R|purplefalcon|2267286|2267630|344|2|purplefalcon|k|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2264106|2269497|5391|4|zAlieron|INCLII, COAT< NELLYPHANTS|, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2267596|2269698|2102|6|flower|it didn't work|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T3LT3L|serafina|2262802|2269985|7183|1|serafina|/nowhere|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T0LT0L|maxine|2248923|2272097|23174|0|maxine|/tech|, bunny_rampage|OK|0|7|0|7|0|E|W|WITHIN6|5
T0RT0R|flower|2270203|2272148|1945|4|flower|ready go|, purplefalcon|OK|3|3|0|3|0|E|W|WITHIN6|5
T3LT3L|serafina|2270434|2272786|2352|4|serafina|did nowhere|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2270654|2272848|2194|3|foozy|/restart|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T0LT0L|maxine|2272665|2273856|1191|6|maxine|did tech|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2273918|2273918|0|0|foozy|*****The list of items is deleted....start again |, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T5LT5L|zAlieron|2271788|2275468|3680|2|zAlieron|<  is comma|, John|OK|2|2|0|2|0|E|W|WITHIN6|5
T2RT2R|foozy|2273782|2275646|1864|4|foozy|/GRAPPLE|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T1RT1R|purplefalcon|2269043|2276825|7782|0|purplefalcon|/BEEN|, flower|OK|0|6|0|6|0|E|W|WITHIN6|5
server|server|2276826|2276826|0|0|purplefalcon|****OTHER PARTICIPANT TRIED TO SELECT AN ITEM THAT'S ALREADY BEEN SELECTED|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T2LT2L|Pat37|2274522|2276940|2418|2|Pat37|/there|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
T2LT2L|Pat37|2277459|2278613|1154|7|Pat37|did there|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2277134|2279587|2453|2|purplefalcon|/BEEN|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2279589|2279589|0|0|purplefalcon|****OTHER PARTICIPANT TRIED TO SELECT AN ITEM THAT'S ALREADY BEEN SELECTED|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T4LT4L|John|2267333|2280382|13049|2|John|INCLII INTEL NELLYPHANT CAMOUF|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2279704|2281532|1828|3|purplefalcon|/HORRID|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2281560|2281560|0|0|purplefalcon|****OTHER PARTICIPANT TRIED TO SELECT AN ITEM THAT'S ALREADY BEEN SELECTED|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2280263|2282094|1831|5|flower|restart it|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T5RT5R|toolbox|2272982|2285486|12504|0|toolbox|/OHH|, foozy|OK|0|14|0|14|0|E|WP|WITHIN6|5
T1LT1L|bunny_rampage|2281550|2286551|5001|1|bunny_rampage|/UPCOME|, maxine|OK|0|7|0|7|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2286799|2288262|1463|6|bunny_rampage|did upcome|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T0LT0L|maxine|2275966|2288605|12639|0|maxine|do upcome|, bunny_rampage|OK|1|1|0|1|0|E|W|WITHIN6|5
T4LT4L|John|2288906|2290474|1568|6|John|oh ok haha|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2292280|2292656|376|5|flower|go|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2291843|2292859|1016|7|purplefalcon|/restart|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2292859|2292859|0|0|purplefalcon|*****The list of items is deleted....start again |, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T5RT5R|toolbox|2285901|2293212|7311|0|toolbox|/WAFT|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T0LT0L|maxine|2292561|2294178|1617|5|maxine|/vertical|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
T0LT0L|maxine|2294778|2296067|1289|6|maxine|did vert|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2294629|2296270|1641|3|purplefalcon|/BEEN|, flower|OK|0|1|0|1|0|E|W|WITHIN6|5
T5RT5R|toolbox|2293818|2296843|3025|1|toolbox|/WERE|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T3LT3L|serafina|2287703|2297399|9696|0|serafina|/weare|, Pat37|OK|0|3|0|3|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2296619|2298775|2156|2|purplefalcon|/BEEN|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2298799|2300252|1453|4|purplefalcon|/HORRID|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2300440|2300440|0|0|purplefalcon|****OTHER PARTICIPANT TRIED TO SELECT AN ITEM THAT'S ALREADY BEEN SELECTED|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2284876|2300821|15945|3|zAlieron|CAMOUF, INCLII, INTEL, NELLYPHANT, NELLYPHANTS, |, John|OK|0|0|9|0|360|E|W|WITHIN6|5
T3LT3L|serafina|2298347|2302411|4064|0|serafina|/why|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2301077|2302510|1433|3|foozy|/WHEN|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T5LT5L|zAlieron|2301580|2302531|951|7|zAlieron|right? |, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2302749|2303734|985|5|foozy|/WING|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T3LT3L|serafina|2303101|2304597|1496|4|serafina|/would|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2304094|2305415|1321|3|foozy|/next|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
server|server|2305433|2305433|0|0|server|Your score is: 73--Sort the following words in alphabetical order:---WERE-|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
server|server|2305433|2305433|0|0|server|Your score is: 73--Sort the following words in alphabetical order:---THERE-JUICE-|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
server|server|2305443|2305443|0|0|foozy|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T0RT0R|flower|2303542|2307509|3967|5|flower|what are you typing?|, purplefalcon|OK|3|3|0|3|0|E|W|WITHIN6|5
T2RT2R|foozy|2306753|2311296|4543|2|foozy|Word is WERE|, toolbox|OK|4|4|0|4|0|E|WP|WITHIN6|5
T5RT5R|toolbox|2307312|2311640|4328|5|toolbox|words are THERE and JUICE|, foozy|OK|1|1|0|1|0|E|WP|WITHIN6|5
T1RT1R|purplefalcon|2309547|2313344|3797|4|purplefalcon|been been horrid|, flower|OK|3|3|0|3|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2294420|2313896|19476|0|bunny_rampage|/WORTHWHILE|, maxine|OK|0|14|0|14|0|E|W|WITHIN6|5
T3LT3L|serafina|2313310|2314854|1544|2|serafina|done|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2314512|2315970|1458|4|bunny_rampage|/WRITE|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T4LT4L|John|2293870|2316350|22480|0|John|and COAT?|, zAlieron|OK|25|25|0|25|0|E|W|WITHIN6|5
T5RT5R|toolbox|2316302|2317294|992|9|toolbox|you start|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T2LT2L|Pat37|2316939|2318187|1248|4|Pat37|/next|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2318190|2318190|0|0|server|Your score is: 78--Sort the following words in alphabetical order:---DD-BBB-HAIR-DONATE-|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2318190|2318190|0|0|server|Your score is: 70--Sort the following words in alphabetical order:---BBB-THAT-|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2318190|2318190|0|0|Pat37|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2307795|2318250|10455|0|flower|caps?|, purplefalcon|OK|1|39|0|1521|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2316649|2318279|1630|3|bunny_rampage|/next|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2318283|2318283|0|0|server|Your score is: 87--Sort the following words in alphabetical order:---CCCC-GG-DONATE-THEN-E-|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2319774|2319774|0|0|server|Your score is: 79--Sort the following words in alphabetical order:---THIS-GG-CCCC-|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2319774|2319774|0|0|bunny_rampage|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2319724|2320525|801|4|foozy|okay|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T1RT1R|purplefalcon|2320398|2321039|641|4|purplefalcon|yup|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2321764|2322315|551|5|flower|noo|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2320769|2323435|2666|3|foozy|/restart|, toolbox|OK|0|3|0|3|0|E|WP|WITHIN6|5
server|server|2324440|2324440|0|0|foozy|*****The list of items is deleted....start again |, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T3LT3L|serafina|2321676|2324740|3064|2|serafina|BBB, THAT|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2322590|2325517|2927|4|flower|just one been|, purplefalcon|OK|2|2|0|2|0|E|W|WITHIN6|5
T2RT2R|foozy|2323916|2325917|2001|2|foozy|/JUICE|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T2RT2R|foozy|2326314|2327458|1144|5|foozy|/THERE|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T1LT1L|bunny_rampage|2320143|2328161|8018|2|bunny_rampage|"this" "GG" and "CCCC"|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T2LT2L|Pat37|2319912|2330692|10780|2|Pat37|bbb dd donate and hair|, serafina|OK|2|2|0|2|0|E|W|WITHIN6|5
T0LT0L|maxine|2322465|2331034|8569|2|maxine|cccc, gg, donate, then, e|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2331224|2332368|1144|6|flower|ready go|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2321170|2335530|14360|0|purplefalcon|/BEEN|, flower|OK|0|12|0|12|0|E|W|WITHIN6|5
server|server|2335554|2335554|0|0|purplefalcon|****OTHER PARTICIPANT TRIED TO SELECT AN ITEM THAT'S ALREADY BEEN SELECTED|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2304868|2336642|31774|0|zAlieron|that goes first|, John|OK|6|49|0|891|0|E|W|WITHIN6|5
T2LT2L|Pat37|2335100|2336785|1685|4|Pat37|go ahead|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2335873|2338373|2500|2|purplefalcon|/HORRID|, flower|OK|0|2|0|2|0|E|W|WITHIN6|5
server|server|2338374|2338374|0|0|purplefalcon|****OTHER PARTICIPANT TRIED TO SELECT AN ITEM THAT'S ALREADY BEEN SELECTED|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T0LT0L|maxine|2336209|2338801|2592|1|maxine|/cccc|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
T0LT0L|maxine|2338866|2340442|1576|5|maxine|did cccc|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
T5RT5R|toolbox|2338284|2341605|3321|1|toolbox|/WERE|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T5RT5R|toolbox|2341640|2342832|1192|4|toolbox|/next|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
server|server|2342835|2342835|0|0|server|Your score is: 76--Sort the following words in alphabetical order:---HELDIN-THINNER-SOCCER-CAPACITY-|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
server|server|2342835|2342835|0|0|server|Your score is: 76--Sort the following words in alphabetical order:---HELDIN-BREATHE-|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
server|server|2342848|2342848|0|0|toolbox|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T4LT4L|John|2343165|2344453|1288|5|John|second?|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
T3LT3L|serafina|2339962|2344682|4720|0|serafina|/bbb|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2340486|2345094|4608|6|flower|restart then do only one been|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2345225|2346583|1358|3|bunny_rampage|do gg|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2346983|2347631|648|3|flower|k?|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2345507|2348702|3195|1|foozy|HELDIN|, toolbox|OK|4|4|0|4|0|E|WP|WITHIN6|5
T1RT1R|purplefalcon|2347504|2348723|1219|6|purplefalcon|/restart|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T3LT3L|serafina|2345345|2348873|3528|0|serafina|/dd|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T0LT0L|maxine|2348453|2349067|614|4|maxine|/gg|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
T5RT5R|toolbox|2344208|2349177|4969|5|toolbox|words are HELDIN and BREATHE|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T0LT0L|maxine|2349301|2350014|713|7|maxine| done|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2348944|2350538|1594|3|purplefalcon|/BEEN|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2350625|2351345|720|5|bunny_rampage|wait|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2351367|2351367|0|0|purplefalcon|*****The list of items is deleted....start again |, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T1RT1R|purplefalcon|2350658|2353049|2391|2|purplefalcon|/HORRID|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
T3LT3L|serafina|2349534|2353829|4295|1|serafina|/donate|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T5RT5R|toolbox|2353015|2354551|1536|6|toolbox|you do all|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T2RT2R|foozy|2350002|2355316|5314|4|foozy|THINNER, SOCCER, CAPACITY|, toolbox|OK|0|0|0|0|0|E|WP|WITHIN6|5
T5LT5L|zAlieron|2337037|2356078|19041|0|zAlieron|oh yes sorry lol |, John|OK|1|68|0|2264|0|E|W|WITHIN6|5
T3LT3L|serafina|2354547|2357219|2672|1|serafina|/hair|, Pat37|OK|0|2|0|2|0|E|W|WITHIN6|5
T3LT3L|serafina|2357762|2359466|1704|2|serafina|done|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
T5RT5R|toolbox|2357814|2360390|2576|6|toolbox|oh, just kidding|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T4LT4L|John|2357852|2361132|3280|4|John|haha no worrries|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
T2LT2L|Pat37|2341659|2361190|19531|0|Pat37|/that|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2351850|2362443|10593|1|bunny_rampage|u did cccc?|, maxine|OK|9|3|0|3|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2356052|2362899|6847|0|zAlieron||, John|OK|1|44|2|1872|44|E|W|WITHIN6|5
T2LT2L|Pat37|2361605|2362900|1295|3|Pat37|/next|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2362932|2362932|0|0|server|Your score is: 83--Sort the following words in alphabetical order:---JUICE-WATCH-WOULD-WHERE-|, Pat37|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2362932|2362932|0|0|server|Your score is: 75--Sort the following words in alphabetical order:---JUICE-RULES-WOULD-|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2362933|2362933|0|0|Pat37|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
T4LT4L|John|2361515|2363571|2056|7|John|ok so you start|, zAlieron|OK|0|0|0|0|0|E|W|WITHIN6|5
T2RT2R|foozy|2362065|2365275|3210|5|foozy|:P sorry about that|, toolbox|OK|4|4|0|4|0|E|WP|WITHIN6|5
T5LT5L|zAlieron|2363355|2365490|2135|5|zAlieron|look good? |, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2365548|2366269|721|59|zAlieron|COAT, INCLII, INTEL,  NELLYPANT, NELLYPANTS|, John|OK|0|0|0|0|0|E|W|WITHIN6|5
T0LT0L|maxine|2365391|2366968|1577|2|maxine|yeah|, bunny_rampage|OK|0|0|0|0|0|E|W|WITHIN6|5
T0RT0R|flower|2352727|2368383|15656|0|flower|/WHERENOT|, purplefalcon|OK|0|2|0|2|0|E|W|WITHIN6|5
T5RT5R|toolbox|2367931|2370011|2080|4|toolbox|no worries|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T0RT0R|flower|2368901|2370293|1392|3|flower|/next|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2371372|2371372|0|0|server|Your score is: 34--Sort the following words in alphabetical order:---DD-THEN-|, flower|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2371372|2371372|0|0|server|Your score is: 34--Sort the following words in alphabetical order:---THEN-THIS-|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
server|server|2371372|2371372|0|0|flower|****SELECTION CORRECT****NEXT SET OF OBJECTS****HURRY UP!|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T3LT3L|serafina|2365462|2371557|6095|3|serafina|juice, rules, would|, Pat37|OK|3|3|0|3|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2366478|2371894|5416|1|bunny_rampage|/DONATE|, maxine|OK|0|1|0|1|0|E|W|WITHIN6|5
T5LT5L|zAlieron|2368226|2372522|4296|1|zAlieron|oh shoot|, John|OK|1|7|0|37|0|E|W|WITHIN6|5
T1LT1L|bunny_rampage|2372322|2373035|713|2|bunny_rampage|/E|, maxine|OK|0|0|0|0|0|E|W|WITHIN6|5
T5RT5R|toolbox|2370319|2373793|3474|3|toolbox|can you start|, foozy|OK|0|0|0|0|0|E|WP|WITHIN6|5
T0RT0R|flower|2373198|2374855|1657|4|flower|DD THEN|, purplefalcon|OK|0|0|0|0|0|E|W|WITHIN6|5
T2LT2L|Pat37|2365198|2375978|10780|2|Pat37|juice watch where and would|, serafina|OK|0|0|0|0|0|E|W|WITHIN6|5
